survey_ID,sample,selfvoucher,friendvoucher,condition,num_condition,selftimesused,friendtimesused,yard_sign_request,ResponseId,SE_plant,RE_env_plant,RE_social_plant,in_sanctioning_plant,dyn_plant,SE_encourage,IN_praise_plant,RE_social_encourage,RE_env_encourage,in_encourage,competent_encourage
1654,2,4-723-0,4-723-1,combined,4,0,0,,,,,,,,,,,,,
1655,2,4-551-0,4-551-1,combined,4,0,0,,,,,,,,,,,,,
1656,2,2-558-0,2-558-1,norm,2,0,0,,,,,,,,,,,,,
1657,2,3-567-0,3-567-1,efficacy,3,0,0,,1657,5,7,2,4,6,3,4,4,6,2,4
1658,2,4-514-0,4-514-1,combined,4,0,0,,,,,,,,,,,,,
1659,2,4-583-0,4-583-1,combined,4,0,0,,,,,,,,,,,,,
1660,2,4-706-0,4-706-1,combined,4,0,0,,,,,,,,,,,,,
1661,2,2-675-0,2-675-1,norm,2,0,0,,,,,,,,,,,,,
1662,2,1-670-0,1-670-1,control,1,0,0,,1662,5,6,4,2,4,5,4,4,4,4,3
1663,2,4-484-0,4-484-1,combined,4,0,0,,,,,,,,,,,,,
1664,2,4-489-0,4-489-1,combined,4,0,0,,,,,,,,,,,,,
1665,2,3-581-0,3-581-1,efficacy,3,0,0,,,,,,,,,,,,,
1666,2,2-634-0,2-634-1,norm,2,0,0,,1666,5,6,5,2,5,,5,,,,
1667,2,4-642-0,4-642-1,combined,4,0,0,,,,,,,,,,,,,
1668,2,1-702-0,1-702-1,control,1,0,0,,,,,,,,,,,,,
1669,2,4-533-0,4-533-1,combined,4,0,0,,1669,3,7,2,7,1,5,2,6,7,4,3
1670,2,4-613-0,4-613-1,combined,4,0,0,,,,,,,,,,,,,
1671,2,2-491-0,2-491-1,norm,2,0,0,,,,,,,,,,,,,
1672,2,1-715-0,1-715-1,control,1,0,0,,,,,,,,,,,,,
1673,2,4-562-0,4-562-1,combined,4,0,0,,,,,,,,,,,,,
1674,2,2-718-0,2-718-1,norm,2,0,0,,,,,,,,,,,,,
1675,2,1-620-0,1-620-1,control,1,0,2,,,,,,,,,,,,,
1676,2,1-656-0,1-656-1,control,1,0,0,,,,,,,,,,,,,
1677,2,4-527-0,4-527-1,combined,4,0,0,,,,,,,,,,,,,
1678,2,3-573-0,3-573-1,efficacy,3,0,0,,,,,,,,,,,,,
1679,2,2-631-0,2-631-1,norm,2,0,0,,,,,,,,,,,,,
1680,2,1-648-0,1-648-1,control,1,0,0,,,,,,,,,,,,,
1681,2,3-640-0,3-640-1,efficacy,3,0,0,,,,,,,,,,,,,
1682,2,4-492-0,4-492-1,combined,4,0,0,,,,,,,,,,,,,
1683,2,4-610-0,4-610-1,combined,4,0,0,,,,,,,,,,,,,
1684,2,2-650-0,2-650-1,norm,2,0,0,,,,,,,,,,,,,
1685,2,3-545-0,3-545-1,efficacy,3,0,0,,,,,,,,,,,,,
1686,2,1-593-0,1-593-1,control,1,0,0,,,,,,,,,,,,,
1687,2,3-555-0,3-555-1,efficacy,3,0,0,,,,,,,,,,,,,
1688,2,1-626-0,1-626-1,control,1,0,0,,,,,,,,,,,,,
1689,2,3-629-0,3-629-1,efficacy,3,0,0,,,,,,,,,,,,,
1690,2,2-686-0,2-686-1,norm,2,0,0,,1690,5,6,4,4,4,5,4,4,5,4,4
1691,2,4-611-0,4-611-1,combined,4,0,0,,,,,,,,,,,,,
1692,2,3-534-0,3-534-1,efficacy,3,0,0,,,,,,,,,,,,,
1693,2,1-589-0,1-589-1,control,1,0,0,,,,,,,,,,,,,
1694,2,4-512-0,4-512-1,combined,4,0,0,,,,,,,,,,,,,
1695,2,1-492-0,1-492-1,control,1,0,0,,1695,6,7,6,2,6,2,5,5,4,4,4
1696,2,3-724-0,3-724-1,efficacy,3,0,0,,,,,,,,,,,,,
1697,2,4-593-0,4-593-1,combined,4,0,0,,,,,,,,,,,,,
1698,2,3-519-0,3-519-1,efficacy,3,0,0,,1698,6,6,3,4,4,3,4,6,4,4,3
1699,2,1-606-0,1-606-1,control,1,0,0,,,,,,,,,,,,,
1700,2,2-496-0,2-496-1,norm,2,0,0,,,,,,,,,,,,,
1701,2,2-603-0,2-603-1,norm,2,0,0,,,,,,,,,,,,,
1702,2,3-665-0,3-665-1,efficacy,3,0,0,,,,,,,,,,,,,
1703,2,4-590-0,4-590-1,combined,4,0,0,,,,,,,,,,,,,
1704,2,4-538-0,4-538-1,combined,4,0,0,,,,,,,,,,,,,
1705,2,3-641-0,3-641-1,efficacy,3,0,0,,,,,,,,,,,,,
1706,2,2-666-0,2-666-1,norm,2,0,0,,,,,,,,,,,,,
1707,2,2-480-0,2-480-1,norm,2,0,0,,,,,,,,,,,,,
1708,2,1-484-0,1-484-1,control,1,0,0,,,,,,,,,,,,,
1709,2,4-554-0,4-554-1,combined,4,0,0,,,,,,,,,,,,,
1710,2,4-515-0,4-515-1,combined,4,0,0,,,,,,,,,,,,,
1711,2,3-487-0,3-487-1,efficacy,3,0,0,,,,,,,,,,,,,
1712,2,1-555-0,1-555-1,control,1,0,0,,,,,,,,,,,,,
1713,2,2-672-0,2-672-1,norm,2,0,0,,1713,7,7,4,2,4,3,4,4,6,2,3
1714,2,2-487-0,2-487-1,norm,2,0,0,,,,,,,,,,,,,
1715,2,4-715-0,4-715-1,combined,4,0,0,,,,,,,,,,,,,
1716,2,4-584-0,4-584-1,combined,4,0,0,,,,,,,,,,,,,
1717,2,1-675-0,1-675-1,control,1,0,0,,,,,,,,,,,,,
1718,2,3-603-0,3-603-1,efficacy,3,0,0,,,,,,,,,,,,,
1719,2,1-718-0,1-718-1,control,1,0,0,,,,,,,,,,,,,
1720,2,3-727-0,3-727-1,efficacy,3,0,0,,,,,,,,,,,,,
1721,2,2-535-0,2-535-1,norm,2,0,0,,,,,,,,,,,,,
1722,2,3-528-0,3-528-1,efficacy,3,0,0,,1722,2,7,6,2,6,4,7,6,7,2,3
1723,2,1-538-0,1-538-1,control,1,0,0,,,,,,,,,,,,,
1724,2,1-708-0,1-708-1,control,1,0,0,,,,,,,,,,,,,
1725,2,3-533-0,3-533-1,efficacy,3,0,0,,,,,,,,,,,,,
1726,2,2-694-0,2-694-1,norm,2,0,0,,1726,6,7,3,3,2,4,4,3,4,2,3
1727,2,1-580-0,1-580-1,control,1,0,0,,,,,,,,,,,,,
1728,2,2-674-0,2-674-1,norm,2,0,0,,,,,,,,,,,,,
1729,2,3-687-0,3-687-1,efficacy,3,0,0,,,,,,,,,,,,,
1730,2,4-643-0,4-643-1,combined,4,0,0,,,,,,,,,,,,,
1731,2,2-525-0,2-525-1,norm,2,0,0,,,,,,,,,,,,,
1732,2,3-616-0,3-616-1,efficacy,3,0,0,,,,,,,,,,,,,
1733,2,4-570-0,4-570-1,combined,4,0,0,,,,,,,,,,,,,
1734,2,2-502-0,2-502-1,norm,2,0,0,,,,,,,,,,,,,
1735,2,4-685-0,4-685-1,combined,4,0,0,,,,,,,,,,,,,
1736,2,3-702-0,3-702-1,efficacy,3,0,0,,,,,,,,,,,,,
1737,2,4-682-0,4-682-1,combined,4,0,0,,,,,,,,,,,,,
1738,2,1-711-0,1-711-1,control,1,0,0,,,,,,,,,,,,,
1739,2,2-554-0,2-554-1,norm,2,0,0,,,,,,,,,,,,,
1740,2,3-523-0,3-523-1,efficacy,3,0,0,,,,,,,,,,,,,
1741,2,4-557-0,4-557-1,combined,4,0,0,,,,,,,,,,,,,
1742,2,3-576-0,3-576-1,efficacy,3,0,0,,,,,,,,,,,,,
1743,2,2-639-0,2-639-1,norm,2,0,0,,,,,,,,,,,,,
1744,2,1-654-0,1-654-1,control,1,0,0,,,,,,,,,,,,,
1745,2,3-502-0,3-502-1,efficacy,3,0,0,,,,,,,,,,,,,
1746,2,2-514-0,2-514-1,norm,2,0,0,,,,,,,,,,,,,
1747,2,3-679-0,3-679-1,efficacy,3,0,0,,,,,,,,,,,,,
1748,2,4-517-0,4-517-1,combined,4,0,0,,,,,,,,,,,,,
1749,2,1-542-0,1-542-1,control,1,0,0,,,,,,,,,,,,,
1750,2,3-601-0,3-601-1,efficacy,3,0,0,,,,,,,,,,,,,
1751,2,1-662-0,1-662-1,control,1,0,0,,,,,,,,,,,,,
1752,2,4-717-0,4-717-1,combined,4,0,0,,,,,,,,,,,,,
1753,2,1-623-0,1-623-1,control,1,1,0,,,,,,,,,,,,,
1754,2,3-677-0,3-677-1,efficacy,3,0,0,,,,,,,,,,,,,
1755,2,1-512-0,1-512-1,control,1,0,0,,,,,,,,,,,,,
1756,2,1-721-0,1-721-1,control,1,0,0,,,,,,,,,,,,,
1757,2,1-486-0,1-486-1,control,1,0,0,,1757,5,6,5,4,4,3,5,5,5,3,4
1758,2,4-714-0,4-714-1,combined,4,0,0,,,,,,,,,,,,,
1759,2,3-693-0,3-693-1,efficacy,3,0,0,,,,,,,,,,,,,
1760,2,4-700-0,4-700-1,combined,4,0,0,,,,,,,,,,,,,
1761,2,1-532-0,1-532-1,control,1,0,0,,,,,,,,,,,,,
1762,2,3-532-0,3-532-1,efficacy,3,0,0,,,,,,,,,,,,,
1763,2,2-503-0,2-503-1,norm,2,0,0,,,,,,,,,,,,,
1764,2,3-649-0,3-649-1,efficacy,3,0,0,,,,,,,,,,,,,
1765,2,3-636-0,3-636-1,efficacy,3,0,0,,,,,,,,,,,,,
1766,2,2-497-0,2-497-1,norm,2,0,0,,1766,2,6,5,4,5,6,4,6,6,2,
1767,2,2-597-0,2-597-1,norm,2,0,0,,,,,,,,,,,,,
1768,2,1-686-0,1-686-1,control,1,0,0,,,,,,,,,,,,,
1769,2,2-567-0,2-567-1,norm,2,0,0,,,,,,,,,,,,,
1770,2,3-611-0,3-611-1,efficacy,3,0,0,,,,,,,,,,,,,
1771,2,1-591-0,1-591-1,control,1,0,0,,,,,,,,,,,,,
1772,2,1-506-0,1-506-1,control,1,0,0,,,,,,,,,,,,,
1773,2,2-608-0,2-608-1,norm,2,0,0,,1773,5,5,5,5,4,4,3,5,5,3,3
1774,2,2-604-0,2-604-1,norm,2,0,0,,,,,,,,,,,,,
1775,2,1-707-0,1-707-1,control,1,0,0,,,,,,,,,,,,,
1776,2,2-687-0,2-687-1,norm,2,0,0,,,,,,,,,,,,,
1777,2,2-625-0,2-625-1,norm,2,0,0,,1777,2,6,5,5,6,3,3,5,5,5,4
1778,2,4-605-0,4-605-1,combined,4,0,0,,,,,,,,,,,,,
1779,2,3-614-0,3-614-1,efficacy,3,0,0,,,,,,,,,,,,,
1780,2,2-522-0,2-522-1,norm,2,0,0,,,,,,,,,,,,,
1781,2,1-567-0,1-567-1,control,1,0,0,,,,,,,,,,,,,
1782,2,4-528-0,4-528-1,combined,4,0,0,,,,,,,,,,,,,
1783,2,2-651-0,2-651-1,norm,2,0,0,,1783,6,5,4,5,3,4,3,3,2,5,2
1784,2,1-530-0,1-530-1,control,1,0,0,,,,,,,,,,,,,
1785,2,2-506-0,2-506-1,norm,2,0,0,,1785,5,6,5,4,6,5,4,6,6,2,4
1786,2,3-535-0,3-535-1,efficacy,3,0,0,,1786,6,6,2,2,2,2,3,3,6,2,4
1787,2,2-616-0,2-616-1,norm,2,0,0,,,,,,,,,,,,,
1788,2,1-489-0,1-489-1,control,1,0,0,,1788,7,7,5,1,6,1,7,7,7,1,4
1789,2,1-638-0,1-638-1,control,1,0,0,,,,,,,,,,,,,
1790,2,3-630-0,3-630-1,efficacy,3,0,0,,,,,,,,,,,,,
1791,2,4-716-0,4-716-1,combined,4,0,0,,,,,,,,,,,,,
1792,2,1-631-0,1-631-1,control,1,0,0,,,,,,,,,,,,,
1793,2,2-484-0,2-484-1,norm,2,0,0,,1793,5,7,6,7,6,3,6,4,4,1,4
1794,2,1-723-0,1-723-1,control,1,0,0,,,,,,,,,,,,,
1795,2,1-513-0,1-513-1,control,1,0,0,,,,,,,,,,,,,
1796,2,1-499-0,1-499-1,control,1,0,0,,,,,,,,,,,,,
1797,2,3-597-0,3-597-1,efficacy,3,0,0,,,,,,,,,,,,,
1798,2,2-482-0,2-482-1,norm,2,0,0,,,,,,,,,,,,,
1799,2,4-689-0,4-689-1,combined,4,0,0,,1799,6,7,6,2,5,2,6,6,7,2,
1800,2,4-576-0,4-576-1,combined,4,0,0,,,,,,,,,,,,,
1801,2,4-552-0,4-552-1,combined,4,0,0,,,,,,,,,,,,,
1802,2,4-598-0,4-598-1,combined,4,0,0,,,,,,,,,,,,,
1803,2,1-483-0,1-483-1,control,1,0,0,,,,,,,,,,,,,
1804,2,2-518-0,2-518-1,norm,2,0,0,,,,,,,,,,,,,
1805,2,1-487-0,1-487-1,control,1,0,0,,,,,,,,,,,,,
1806,2,2-641-0,2-641-1,norm,2,0,0,,,,,,,,,,,,,
1807,2,1-698-0,1-698-1,control,1,0,0,,,,,,,,,,,,,
1808,2,3-626-0,3-626-1,efficacy,3,0,0,,,,,,,,,,,,,
1809,2,3-504-0,3-504-1,efficacy,3,0,0,,,,,,,,,,,,,
1810,2,1-622-0,1-622-1,control,1,0,0,,1810,5,7,1,2,6,2,6,6,6,2,3
1811,2,1-547-0,1-547-1,control,1,0,1,,1811,6,6,6,2,6,2,6,6,6,2,5
1812,2,1-578-0,1-578-1,control,1,0,0,,,,,,,,,,,,,
1813,2,1-479-0,1-479-1,control,1,0,0,,,,,,,,,,,,,
1814,2,4-670-0,4-670-1,combined,4,0,0,,,,,,,,,,,,,
1815,2,2-617-0,2-617-1,norm,2,0,0,,,,,,,,,,,,,
1816,2,4-606-0,4-606-1,combined,4,0,0,,,,,,,,,,,,,
1817,2,2-647-0,2-647-1,norm,2,0,0,,,,,,,,,,,,,
1818,2,3-682-0,3-682-1,efficacy,3,0,0,,,,,,,,,,,,,
1819,2,1-672-0,1-672-1,control,1,1,1,,1819,3,7,5,5,5,6,4,4,7,4,3
1820,2,1-537-0,1-537-1,control,1,0,0,,,,,,,,,,,,,
1821,2,4-617-0,4-617-1,combined,4,0,0,,,,,,,,,,,,,
1822,2,3-593-0,3-593-1,efficacy,3,0,1,,,,,,,,,,,,,
1823,2,1-522-0,1-522-1,control,1,0,0,,,,,,,,,,,,,
1824,2,2-589-0,2-589-1,norm,2,0,0,,,,,,,,,,,,,
1825,2,2-565-0,2-565-1,norm,2,0,0,,,,,,,,,,,,,
1826,2,4-488-0,4-488-1,combined,4,0,0,,,,,,,,,,,,,
1827,2,4-655-0,4-655-1,combined,4,0,0,,,,,,,,,,,,,
1828,2,3-627-0,3-627-1,efficacy,3,0,0,,,,,,,,,,,,,
1829,2,2-561-0,2-561-1,norm,2,0,0,,,,,,,,,,,,,
1830,2,4-578-0,4-578-1,combined,4,0,0,,,,,,,,,,,,,
1831,2,1-695-0,1-695-1,control,1,0,0,,1831,2,7,5,5,4,6,4,5,6,2,3
1832,2,2-504-0,2-504-1,norm,2,0,0,,,,,,,,,,,,,
1833,2,3-697-0,3-697-1,efficacy,3,0,0,,,,,,,,,,,,,
1834,2,2-643-0,2-643-1,norm,2,0,0,,,,,,,,,,,,,
1835,2,3-706-0,3-706-1,efficacy,3,0,0,,,,,,,,,,,,,
1836,2,2-583-0,2-583-1,norm,2,0,1,,,,,,,,,,,,,
1837,2,2-566-0,2-566-1,norm,2,0,0,,,,,,,,,,,,,
1838,2,3-696-0,3-696-1,efficacy,3,0,0,,,,,,,,,,,,,
1839,2,3-691-0,3-691-1,efficacy,3,0,0,,,,,,,,,,,,,
1840,2,4-671-0,4-671-1,combined,4,0,0,,,,,,,,,,,,,
1841,2,3-556-0,3-556-1,efficacy,3,0,0,,,,,,,,,,,,,
1842,2,4-623-0,4-623-1,combined,4,0,0,,1842,2,6,2,1,6,7,6,4,4,4,1
1843,2,2-727-0,2-727-1,norm,2,0,0,,,,,,,,,,,,,
1844,2,2-532-0,2-532-1,norm,2,0,0,,,,,,,,,,,,,
1845,2,3-529-0,3-529-1,efficacy,3,0,0,,,,,,,,,,,,,
1846,2,2-711-0,2-711-1,norm,2,0,0,,,,,,,,,,,,,
1847,2,2-588-0,2-588-1,norm,2,0,0,,,,,,,,,,,,,
1848,2,2-601-0,2-601-1,norm,2,0,0,,,,,,,,,,,,,
1849,2,4-544-0,4-544-1,combined,4,0,0,,,,,,,,,,,,,
1850,2,4-600-0,4-600-1,combined,4,0,0,,1850,4,6,4,2,2,5,5,5,6,2,3
1851,2,2-579-0,2-579-1,norm,2,0,0,,,,,,,,,,,,,
1852,2,4-592-0,4-592-1,combined,4,0,0,,,,,,,,,,,,,
1853,2,1-719-0,1-719-1,control,1,0,0,,,,,,,,,,,,,
1854,2,3-508-0,3-508-1,efficacy,3,0,0,,1854,5,5,5,1,4,5,5,5,4,3,4
1855,2,1-516-0,1-516-1,control,1,0,0,,,,,,,,,,,,,
1856,2,3-661-0,3-661-1,efficacy,3,0,0,,,,,,,,,,,,,
1857,2,1-570-0,1-570-1,control,1,0,0,,1857,6,7,6,5,6,4,6,6,6,2,4
1858,2,3-492-0,3-492-1,efficacy,3,0,0,,,,,,,,,,,,,
1859,2,4-713-0,4-713-1,combined,4,0,0,,1859,6,6,4,2,4,4,6,4,6,2,3
1860,2,2-659-0,2-659-1,norm,2,0,0,,,,,,,,,,,,,
1861,2,1-581-0,1-581-1,control,1,0,0,,,,,,,,,,,,,
1862,2,4-720-0,4-720-1,combined,4,0,0,,,,,,,,,,,,,
1863,2,1-577-0,1-577-1,control,1,0,0,,,,,,,,,,,,,
1864,2,4-693-0,4-693-1,combined,4,0,0,,,,,,,,,,,,,
1865,2,2-559-0,2-559-1,norm,2,0,0,,,,,,,,,,,,,
1866,2,2-481-0,2-481-1,norm,2,0,0,,,,,,,,,,,,,
1867,2,4-595-0,4-595-1,combined,4,0,0,,,,,,,,,,,,,
1868,2,3-644-0,3-644-1,efficacy,3,0,0,,1868,5,6,4,4,5,5,4,4,4,3,3
1869,2,2-605-0,2-605-1,norm,2,0,0,,,,,,,,,,,,,
1870,2,3-598-0,3-598-1,efficacy,3,0,0,,,,,,,,,,,,,
1871,2,1-536-0,1-536-1,control,1,0,0,,,,,,,,,,,,,
1872,2,4-634-0,4-634-1,combined,4,0,0,,1872,5,6,6,2,5,3,7,6,5,1,4
1873,2,2-706-0,2-706-1,norm,2,0,0,,,,,,,,,,,,,
1874,2,1-696-0,1-696-1,control,1,0,0,,,,,,,,,,,,,
1875,2,2-716-0,2-716-1,norm,2,0,0,,,,,,,,,,,,,
1876,2,3-595-0,3-595-1,efficacy,3,0,0,,,,,,,,,,,,,
1877,2,3-669-0,3-669-1,efficacy,3,0,0,,,,,,,,,,,,,
1878,2,2-574-0,2-574-1,norm,2,0,0,,1878,6,6,4,3,4,4,5,4,6,3,3
1879,2,1-519-0,1-519-1,control,1,0,0,,,,,,,,,,,,,
1880,2,1-539-0,1-539-1,control,1,0,1,,1880,6,7,6,4,6,6,4,6,6,4,1
1881,2,1-579-0,1-579-1,control,1,0,0,,,,,,,,,,,,,
1882,2,1-633-0,1-633-1,control,1,0,0,,,,,,,,,,,,,
1883,2,2-547-0,2-547-1,norm,2,0,0,,,,,,,,,,,,,
1884,2,3-703-0,3-703-1,efficacy,3,0,0,,,,,,,,,,,,,
1885,2,2-600-0,2-600-1,norm,2,0,0,,,,,,,,,,,,,
1886,2,3-481-0,3-481-1,efficacy,3,0,0,,,,,,,,,,,,,
1887,2,4-513-0,4-513-1,combined,4,0,0,,,,,,,,,,,,,
1888,2,2-723-0,2-723-1,norm,2,0,0,,,,,,,,,,,,,
1889,2,1-628-0,1-628-1,control,1,0,0,,,,,,,,,,,,,
1890,2,3-559-0,3-559-1,efficacy,3,0,0,,,,,,,,,,,,,
1891,2,4-614-0,4-614-1,combined,4,0,0,,,,,,,,,,,,,
1892,2,3-637-0,3-637-1,efficacy,3,0,0,,,,,,,,,,,,,
1893,2,1-597-0,1-597-1,control,1,0,0,,,,,,,,,,,,,
1894,2,4-632-0,4-632-1,combined,4,0,0,,,,,,,,,,,,,
1895,2,1-505-0,1-505-1,control,1,0,0,,1895,6,7,6,4,5,2,4,6,4,2,5
1896,2,4-669-0,4-669-1,combined,4,0,0,,1896,6,7,5,2,5,3,4,5,4,3,4
1897,2,1-548-0,1-548-1,control,1,0,0,,1897,2,7,4,4,4,6,4,4,5,5,2
1898,2,1-507-0,1-507-1,control,1,0,0,,1898,2,5,2,6,2,6,1,5,4,6,3
1899,2,1-632-0,1-632-1,control,1,0,0,,,,,,,,,,,,,
1900,2,3-624-0,3-624-1,efficacy,3,0,0,,,,,,,,,,,,,
1901,2,2-621-0,2-621-1,norm,2,0,0,,,,,,,,,,,,,
1902,2,4-624-0,4-624-1,combined,4,0,0,,,,,,,,,,,,,
1903,2,4-607-0,4-607-1,combined,4,0,0,,,,,,,,,,,,,
1904,2,3-660-0,3-660-1,efficacy,3,0,0,,,,,,,,,,,,,
1905,2,1-645-0,1-645-1,control,1,0,0,,,,,,,,,,,,,
1906,2,3-570-0,3-570-1,efficacy,3,0,0,,,,,,,,,,,,,
1907,2,4-588-0,4-588-1,combined,4,0,0,,1907,4,6,5,2,4,6,5,5,6,2,2
1908,2,3-590-0,3-590-1,efficacy,3,0,0,,,,,,,,,,,,,
1909,2,4-698-0,4-698-1,combined,4,0,0,,,,,,,,,,,,,
1910,2,4-664-0,4-664-1,combined,4,0,0,,,,,,,,,,,,,
1911,2,4-684-0,4-684-1,combined,4,0,0,,,,,,,,,,,,,
1912,2,2-493-0,2-493-1,norm,2,0,1,,,,,,,,,,,,,
1913,2,3-609-0,3-609-1,efficacy,3,0,0,,,,,,,,,,,,,
1914,2,2-679-0,2-679-1,norm,2,0,0,,,,,,,,,,,,,
1915,2,1-495-0,1-495-1,control,1,0,0,,,,,,,,,,,,,
1916,2,3-692-0,3-692-1,efficacy,3,0,0,,,,,,,,,,,,,
1917,2,2-648-0,2-648-1,norm,2,0,0,,,,,,,,,,,,,
1918,2,4-702-0,4-702-1,combined,4,0,0,,,,,,,,,,,,,
1919,2,1-569-0,1-569-1,control,1,0,0,,,,,,,,,,,,,
1920,2,4-553-0,4-553-1,combined,4,0,0,,,,,,,,,,,,,
1921,2,3-670-0,3-670-1,efficacy,3,0,0,,,,,,,,,,,,,
1922,2,4-656-0,4-656-1,combined,4,0,0,,,,,,,,,,,,,
1923,2,4-532-0,4-532-1,combined,4,0,0,,,,,,,,,,,,,
1924,2,4-574-0,4-574-1,combined,4,0,0,,,,,,,,,,,,,
1925,2,1-650-0,1-650-1,control,1,0,0,,,,,,,,,,,,,
1926,2,1-605-0,1-605-1,control,1,0,0,,1926,5,6,5,2,5,4,4,4,5,4,4
1927,2,4-635-0,4-635-1,combined,4,0,0,,,,,,,,,,,,,
1928,2,4-522-0,4-522-1,combined,4,0,0,,,,,,,,,,,,,
1929,2,1-673-0,1-673-1,control,1,0,0,,,,,,,,,,,,,
1930,2,3-711-0,3-711-1,efficacy,3,0,0,,1930,6,7,5,4,5,3,4,6,6,2,4
1931,2,3-646-0,3-646-1,efficacy,3,0,0,,,,,,,,,,,,,
1932,2,2-713-0,2-713-1,norm,2,0,0,,,,,,,,,,,,,
1933,2,3-722-0,3-722-1,efficacy,3,0,0,,1933,5,6,5,6,4,6,3,3,4,5,3
1934,2,2-654-0,2-654-1,norm,2,0,0,,,,,,,,,,,,,
1935,2,2-642-0,2-642-1,norm,2,0,0,,,,,,,,,,,,,
1936,2,3-619-0,3-619-1,efficacy,3,0,0,,,,,,,,,,,,,
1937,2,2-622-0,2-622-1,norm,2,0,0,,,,,,,,,,,,,
1938,2,4-705-0,4-705-1,combined,4,0,0,,,,,,,,,,,,,
1939,2,1-586-0,1-586-1,control,1,0,0,,,,,,,,,,,,,
1940,2,3-632-0,3-632-1,efficacy,3,0,0,,,,,,,,,,,,,
1941,2,3-689-0,3-689-1,efficacy,3,0,0,,,,,,,,,,,,,
1942,2,3-651-0,3-651-1,efficacy,3,0,0,,,,,,,,,,,,,
1943,2,4-596-0,4-596-1,combined,4,0,0,,,,,,,,,,,,,
1944,2,3-699-0,3-699-1,efficacy,3,0,0,,,,,,,,,,,,,
1945,2,2-626-0,2-626-1,norm,2,0,0,,,,,,,,,,,,,
1946,2,3-672-0,3-672-1,efficacy,3,0,0,,,,,,,,,,,,,
1947,2,1-651-0,1-651-1,control,1,0,0,,,,,,,,,,,,,
1948,2,3-588-0,3-588-1,efficacy,3,0,2,,,,,,,,,,,,,
1949,2,1-625-0,1-625-1,control,1,0,0,,,,,,,,,,,,,
1950,2,4-563-0,4-563-1,combined,4,0,0,,,,,,,,,,,,,
1951,2,3-551-0,3-551-1,efficacy,3,0,0,,,,,,,,,,,,,
1952,2,1-676-0,1-676-1,control,1,0,0,,,,,,,,,,,,,
1953,2,3-698-0,3-698-1,efficacy,3,0,0,,,,,,,,,,,,,
1954,2,1-583-0,1-583-1,control,1,0,0,,,,,,,,,,,,,
1955,2,4-525-0,4-525-1,combined,4,0,0,,,,,,,,,,,,,
1956,2,3-647-0,3-647-1,efficacy,3,0,0,,,,,,,,,,,,,
1957,2,2-702-0,2-702-1,norm,2,0,0,,1957,3,7,3,1,6,3,4,6,6,2,2
1958,2,2-533-0,2-533-1,norm,2,0,0,,,,,,,,,,,,,
1959,2,4-529-0,4-529-1,combined,4,0,0,,,,,,,,,,,,,
1960,2,4-660-0,4-660-1,combined,4,0,0,,,,,,,,,,,,,
1961,2,1-564-0,1-564-1,control,1,0,0,,,,,,,,,,,,,
1962,2,4-543-0,4-543-1,combined,4,0,0,,,,,,,,,,,,,
1963,2,3-542-0,3-542-1,efficacy,3,0,0,,,,,,,,,,,,,
1964,2,4-677-0,4-677-1,combined,4,0,0,,1964,7,7,5,5,6,3,5,5,6,4,4
1965,2,2-490-0,2-490-1,norm,2,0,0,,,,,,,,,,,,,
1966,2,2-668-0,2-668-1,norm,2,0,0,,1966,4,4,4,4,4,2,4,2,2,2,1
1967,2,3-564-0,3-564-1,efficacy,3,0,0,,,,,,,,,,,,,
1968,2,4-667-0,4-667-1,combined,4,0,0,,,,,,,,,,,,,
1969,2,4-478-0,4-478-1,combined,4,0,0,,,,,,,,,,,,,
1970,2,3-622-0,3-622-1,efficacy,3,0,0,,,,,,,,,,,,,
1971,2,2-543-0,2-543-1,norm,2,0,0,,,,,,,,,,,,,
1972,2,2-637-0,2-637-1,norm,2,0,0,,,,,,,,,,,,,
1973,2,2-512-0,2-512-1,norm,2,0,0,,,,,,,,,,,,,
1974,2,3-653-0,3-653-1,efficacy,3,0,0,,,,,,,,,,,,,
1975,2,1-680-0,1-680-1,control,1,0,0,,,,,,,,,,,,,
1976,2,3-704-0,3-704-1,efficacy,3,0,0,,1976,6,6,5,2,4,2,5,6,4,2,5
1977,2,3-493-0,3-493-1,efficacy,3,1,1,3-493-0,1977,7,7,7,5,6,1,5,7,6,2,5
1978,2,3-543-0,3-543-1,efficacy,3,0,0,,,,,,,,,,,,,
1979,2,4-519-0,4-519-1,combined,4,0,0,,,,,,,,,,,,,
1980,2,4-615-0,4-615-1,combined,4,0,0,,1980,6,7,4,1,5,5,4,4,6,2,4
1981,2,3-562-0,3-562-1,efficacy,3,0,0,,,,,,,,,,,,,
1982,2,3-620-0,3-620-1,efficacy,3,0,0,,,,,,,,,,,,,
1983,2,1-612-0,1-612-1,control,1,0,0,,,,,,,,,,,,,
1984,2,4-636-0,4-636-1,combined,4,0,0,,,,,,,,,,,,,
1985,2,1-531-0,1-531-1,control,1,0,0,,,,,,,,,,,,,
1986,2,1-509-0,1-509-1,control,1,0,0,,,,,,,,,,,,,
1987,2,2-638-0,2-638-1,norm,2,1,0,,,,,,,,,,,,,
1988,2,1-533-0,1-533-1,control,1,0,0,,,,,,,,,,,,,
1989,2,3-482-0,3-482-1,efficacy,3,0,0,,,,,,,,,,,,,
1990,2,3-536-0,3-536-1,efficacy,3,0,0,,,,,,,,,,,,,
